title,date,news,news_link
"One man, two cups: Is President Xi’s double tea a power move?",2023-03-09T10:23:54.000Z," This video can not be played, If you happened to be watching the annual meeting of the National People's Congress (NPC) in China, something odd may have stood out to you - if you are especially eagle-eyed. China's President Xi Jinping had something others didn't: two cups of tea instead of one. , The meeting itself, known as the Two Sessions is almost a spectacle. The NPC is the country's equivalent of a parliament that is, in theory, the most powerful state organ. , In reality, it acts as a rubber-stamp body for the ruling Chinese Communist Party, passing key laws on decisions that have already been made. , The BBC's Asia Pacific editor Celia Hatton breaks down President Xi's double-beverage choice, and explains why it might be a subtle display of power., Video journalist: Mattea Bubalo, © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-asia-china-64897273
Berlin to allow women to go topless in public swimming pools,2023-03-09T17:52:19.000Z," Women will soon be allowed to swim topless in Berlin's public pools, after a ruling by the city's authorities. , It comes after a woman who was thrown out of an open-air pool for sunbathing topless took legal action., A second woman said she was told to cover up while at an indoor pool in December., Authorities agreed they had been victims of discrimination and said that all visitors to Berlin's pools were now entitled to go topless., The decision will be welcomed by those here who champion what's known as Freikörperkultur - free body culture., Foreign visitors to Germany are often surprised - and sometimes downright disconcerted - by the sight of naked Germans frolicking in its lakes, snoring in its parks, or sweating in its saunas. , But this is a country which considers public nudity in some settings to be both appropriate and healthy., The issue of whether, and to what degree, that is permissible at municipal swimming pools has plagued many a local authority., Last summer, Göttingen in Lower Saxony and Siegen in North Rhine Westphalia allowed women to swim topless., Berlin's swimming pool operator, the Berliner Bäderbetriebe (BBB), has not actually changed its rules, which insist that a bathing costume covers the genitals. , The BBB merely clarified that this applies to every visitor, irrespective of their gender., Why Germans love getting naked in public, © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-europe-64907422
Harry and Meghan's children get official royal titles,2023-03-09T10:53:38.000Z," The Duke and Duchess of Sussex's children have officially been named as prince and princess on the Royal Family's official website., It comes the day after Prince Harry and Meghan announced their daughter Lilibet had been christened and they used the title princess for the first time., Archie, three, and Lilibet, one, are named as the Prince and Princess of Sussex on the line of succession page., They are sixth and seventh in line to the throne., Previously they were listed as Master Archie Mountbatten-Windsor and Miss Lilibet Mountbatten-Windsor. , The rules governing the titles of royal children were set out by King George V - Queen Elizabeth's grandfather - in 1917., Archie and Lilibet were not prince and princess at birth, because they were not grandchildren of the monarch, but they gained the right to these titles when King Charles acceded to the throne., A spokesperson for Prince Harry and Meghan said: ""The children's titles have been a birthright since their grandfather became monarch., ""This matter has been settled for some time in alignment with Buckingham Palace."", It comes after the couple announced that Lilibet, who was born in June 2021, had been christened at their home in California., The Right Reverend John Harvey Taylor, the Bishop of Los Angeles, presided over the christening last Friday. , Prince Harry and Meghan relocated to the United States after stepping down as working royals in 2020., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/uk-64901227
The seven-day-a-week life of a maid for Qatar's royal and rich,2022-12-09T22:50:09.000Z," Qatar's human rights record is under scrutiny as the World Cup takes place in Doha. A lot has been written about the treatment of migrant workers who built the stadiums and hotels, but much less about the foreign maids who work for Qatar's ruling classes. On paper their rights have been strengthened in recent years - but the new rules aren't always followed., I make contact with Gladys (not her real name) late at night, after her employers from the Qatari elite have gone to bed., In a brief online conversation she tells me she works from 8am to 11pm every day. She cleans, helps prepare food and looks after the children. , She eats what's left from the family's meals, and says she hasn't had a day off since she started 18 months ago., ""Madam is crazy,"" Gladys, a Filipina woman in her 40s, says about her employer. ""She shouts at me every day."" , Before Qatar won the competition to host the 2022 World Cup, foreign workers were unable to change jobs or leave the country without their employer's permission. It's still like this in most Gulf states., Under scrutiny, Qatar began to introduce reforms, but Amnesty International says these have failed to end a pattern of abuses faced by domestic workers., For example, Gladys's employer has held on to her passport, preventing her from leaving without his consent., But Gladys still feels lucky. At least she has been allowed to keep her phone, she says, unlike some other foreign maids. Also, she is not physically abused. In Qatar, this happens all too often, she says., There is another reason she wants to stay in her current job - she thinks it's unlikely at her age that she will get a better one. She earns 1,500 rials a month (just under £350) and is able to send it all home to support her family., Joanna Concepcion of Migrante International, a grassroots organisation supporting Filipino overseas workers, says that many keep quiet about bad working conditions because earning money for their families is their overriding priority., But when those in Gulf states do feel confident enough to talk freely, she says, they often mention serious abuse. One woman said her employer would push her head into a toilet basin and deny her food and water when he was angry., By contrast, a maid employed by the ruling royal Al Thani family, says she is treated well - but she has no day off, as all workers now should under the new rules. , Smiley and animated, Althea (not her real name) video calls the BBC from the basement of a royal residence. She explains that her employers have given her an iPhone, clothes, jewellery and shoes of a kind she couldn't afford back home in the Philippines., As in Gladys's case, it's the difficulty of earning a living wage at home that has brought her here., As we speak, other Filipino domestic workers, who share a large room in Althea's living quarters, say Hi and join the call., They have their own bedrooms and a shared kitchen. This is important. The maids Althea sees on TikTok and Facebook begging for food, and pleading for someone to rescue them, are not as fortunate., ""I see those videos online all the time, which is why I feel so lucky,"" she says. ""For me, every day feels like a fairy tale."", Nonetheless, it's hard work in these ""Cinderella palaces"" as she refers to them, with their high ceilings and chandeliers, antiques inlaid with gold, mother-of-pearl table tops, and freshly cut flowers. , The day generally begins at 6.30am, when staff prepare breakfast for the family. Althea eats once the family has finished. After clearing away, they clean the rooms and set places for lunch. , ""It is light work because there are many of us,"" Althea says., Maids rest in their flats between 3pm and 6pm, then prepare for dinner. Once dinner is over, Althea has finished work, and is free to leave the compound if she wants., The royal family doesn't hold on to her passport. But Althea does work every day, including weekends. She doesn't get the day off that Qatari law is now supposed to guarantee. It's a price she pays for providing her family with vital financial support., Mary Grace Morales, a recruiter in Manila who pairs Filipino staff with VIPs in the Gulf, says working for the palace is an ""enviable"" job., ""The family is generous,"" she says. And, in a comment reflecting the hardships the maids may have faced at home, she adds: ""The girls get fatter while they are in the palace. The family feeds them well."", But the royals have some very specific requirements, she reveals. , ""The girls sent to work for the Qatari royal family are between 24 and 35 and very pretty,"" Ms Morales says., She pauses to look at the screen where I stare back at her from the BBC headquarters in London., ""Prettier than you,"" she says, smiling., She later sends a WhatsApp to apologise, as her children overheard and said she had been rude. I assure her I was not offended - and don't mention that hiring people on the basis of their looks would be illegal in many countries., Joanna Concepcion, of Migrante International, says she hopes Althea's account of working as a royal maid is true, but adds: ""It's unlikely that we can know that for certain while she is still in Qatar and working for such a powerful family."", Some royal staff have complained after leaving the country. In 2019 three British and American workers - a bodyguard, personal trainer and private tutor - sued the emir's sister, Sheikha al Mayassa bint Hamad bin Khalifa Al Thani and her husband, in New York, alleging that they had been made to work long hours without overtime. The couple denied the allegations and settled without any admission of liability., ""Reporting and addressing cases of violence and harassment, lack of occupational safety and health, and lack of decent accommodation can be challenging,"" says International Labour Organization (ILO) regional director for Arab states, Ruba Jaradat., The ILO says it is working with Qatar to implement the new rules guaranteeing a minimum wage, a day off each week, sick leave and overtime payments, although this remains ""a challenge""., Althea, in her royal palace, says she is happy despite the long hours. , When she goes to bed she will message one of her siblings or parents in the Philippines. She often feels homesick - a fairytale palace is not home., However, it remains a crucial source of income., ""I could never support my family without this job,"" she says., The BBC asked the Qatari royal family and the Qatari embassy in London to comment, but received no reply., Illustrations by Marta Klawe Rzeczy, © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-middle-east-63851215
Is there a better way to insulate our draughty homes?,2023-03-10T00:05:16.000Z," It has insulated components on rovers sent to Mars, extracted toxic contaminants from water, some even speculate that the US military has put it inside nuclear warheads., But it could be just the thing for your bay windows., Aerogel is often described as the most effective insulating material known to science., While aerogel strips or panels have been used in buildings for decades, this type of insulation remains a little-known and rather expensive option for those aiming to reduce heat loss from their homes., Given that British houses are generally pretty poorly insulated, yet we live in an age when energy efficiency is paramount, could aerogel be about to find a bigger niche in the construction and retrofit industries?, In the late 1920s or early 1930s - no-one is quite sure - two chemical engineers in the US came up with a way of removing liquid from a silica gel substance while leaving behind an ultralight, highly porous structure that one of the engineers, Steven Kistler, christened aerogel., Imagine a foam but an extraordinarily low-density foam riddled with microscopic pores - some aerogels are around 99% air. Nicknames for aerogel include ""frozen smoke"" and in pictures it can look like an ethereal half-gas, half-solid slice of matter., But the intricate structure and large volume of air inside it mean that aerogel is an amazingly good insulator. It has found its way into a surprising variety of buildings., Aerogel insulation has been used in the roof of a former church in Belfast called The Duncairn, now an arts centre, as well as a façade for a building on Pimlico Road in London, and the ceiling of a banker's residence overlooking Lake Geneva in Switzerland., ""You could have the whole house done in aerogel, we have done it,"" says Liam Brown, managing director of Enviroform, a Northern Ireland-based company that supplied the insulation for these projects., Enviroform's products use aerogel insulation made by Aspen Aerogels in the US. According to Aspen Aerogels' website, the material combines silica aerogel with a reinforcing fibre in a blanket-like composite., Aspen Aerogels did not respond to a BBC request for comment., Where space is at a premium, a 10mm layer of this aerogel insulation fixed to a property's walls could reduce heat loss through those walls by two thirds, says Mr Brown., The cost of 10mm thick aerogel insulation in the UK is around £50 per sq m, Mr Brown notes, which makes it roughly five times as expensive as the equivalent 30mm rigid board insulation. The aerogel option is thinner and more flexible, though. , For many people, Mr Brown says, aerogel is best suited to features of a building that threaten to act as thermal bridges - points where heat will easily escape, such as the heat-conducting metal posts around a window unit, aluminium door or window frames, or steel beams, for example., It might also be useful for insulating floors where digging up or disturbing an existing floor would be too disruptive., ""We can go in with a 10mm or 20mm panel, insulate the floor, and walk out again,"" says Mr Brown., Aerogel is a ""fascinating"" material, says Jonathan Bloor at the University of Plymouth, who has studied aerogel for water decontamination applications., It works so well as an insulator because heat finds it difficult to move across all the air pockets in aerogel that block its path. The heat must instead take a labyrinthine route through the minimal solid structure of the material, says Dr Bloor., ""It's not a direct line, it's kind of weaving its way through,"" he explains., Since aerogel insulation can, in principle, whack up the energy efficiency of buildings without the need to make walls and ceilings much thicker, there could be rising interest in it from people keen to retrofit their properties, suggests Dr Bloor., If this market were to expand, that in turn could prompt a boost in production and bring the cost down., Cost really is the key barrier to the wider use of aerogel as a building insulation material, suggests senior scientist at the Passive House Institute, Berthold Kaufmann., ""Expanded polystyrene] or mineral wool, these will always be less expensive,"" he says. , Take a large heritage building where very thick insulation might drastically alter the aesthetics of the property. Aerogel provides a slim-line alternative - but one that some architects might say is simply too costly. , ""And so they do not do anything. This is what I fear,"" says Dr Kaufmann., All the same, he says that aerogel has some really useful applications in, for example, domestic properties where you need to raise and insulate a floor but don't want to lower the ceiling height too much., More technology of business:, Cheaper insulation could be used elsewhere in the building where space doesn't really matter. Again, it's a case of using aerogel for a specific purpose where the cost becomes justifiable., Dr Kaufmann notes that there are alternatives, such as vacuum insulation panels, which are extremely effective insulators, though they might be fragile, more rigid and not much cheaper., ""Hopefully the price of aerogel insulation] will go down and it will be used more frequently,"" says Dr Kaufmann. ""But it will not be a material for everyday use."", Mr Brown acknowledges that aerogel insulation is still a ""very, very small"" part of the insulation market. But many people are still not aware it is even an option, he notes., ""If you're doing a full-scale retrofit, aerogel should be needed somewhere,"" he argues, noting how properly insulating the steel posts in the wall around an expensive window frame, for instance, can help prevent condensation - a key driver of mould and other problems., No matter what insulation you use, cracking down on those thermal bridges is really important since they can account for around 30% of heat loss in a home, according to the Energy Savings Trust., As Mr Brown puts it, ""Would you buy a bucket with a hole in it?"", © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/business-64636384
UK microchip firms ask government for hundreds of millions,2023-03-09T00:02:20.000Z," The boss of one of the UK's leading microchip firms is calling for the government to invest ""hundreds of millions"" in the sector., Millions of products from cars to washing machines and mobiles rely on microchips also called semiconductors., Scott White, of Pragmatic Semiconductor, said without a huge funding boost UK firms will go abroad., The government said it would soon publish its strategy to improve access to skills, facilities and tools., It comes as a new report says the UK government ""must act now to secure the future of the vital UK semiconductor industry""., Mr White, Pragmatic's chief executive, said the government ""can't just spend a few tens of millions of pounds"" on the semiconductor sector, as ""that isn't enough to move the needle""., ""It has to be hundreds of millions, or even more than £1bn, to make a substantive difference,"" he said., ""It is not about unfair subsidies, it is about having a level playing field with other countries around the world."", Mr White said that other governments were ""investing substantially"" in their microchip industries, and that the UK had to follow suit., Pragmatic Semiconductor employs 200 people across its headquarters in Cambridge and at two production sites in Country Durham. , Mr White added that while the company wanted to keep manufacturing in the UK, ""that only makes sense if the economies are justified compared to elsewhere""., A joint report published on Thursday by the Institute of Physics (IOP) and the Royal Academy of Engineering (RAE) found ""skills shortages, high costs and low public awareness threaten the UK's position in the vital semiconductor race""., The study follows a global shortages of microchips in recent years temporarily halted production of everything from games consoles to cars., The IOP and RAE are calling for financial support for the sector in the UK., They also want to see more children encouraged to study sciences at school, to help increase the number of qualified potential employees, and highlighting the importance of the sector., The report - entitled UK Semiconductor Challenges and Solutions - also calls for the government to release its long-awaited national semiconductor strategy. This has now been two-years in the making. , The IOP's director of science, innovation and skills, Louis Barson, said the UK cannot simply rely on importing the microchips it needs., He said: ""We need a strong homegrown semiconductor industry, and that is critical to our economic security and physical security."" , The UK's semiconductor sector is valued at $13bn (£11bn), according to one recent estimate. That might sound like a lot, but the global industry is said to be worth $580bn (£490bn)., Meanwhile, a parliamentary report last autumn said that the UK only produced 0.5% of the world's semiconductors., The IOP says that there are currently 40 or so semiconductor firms in the UK, with 25 doing manufacturing work. And it estimates that the total workforce is around 11,400 people., There have recently been some worrying signs for the industry in the UK., Last week, the UK's top chip-designer Arm announced that it would be listing its shares on the New York Stock Exchange instead of London's. The news came despite UK Prime Minister Rishi Sunak meeting with bosses from Arm's parent company, Japan's SoftBank., In addition, another UK chip firm, IQE, has already warned that it might have to relocate abroad without more government support for the sector., All this comes against a backdrop of big overseas government investment in the semiconductor sectors. Last summer, the White House announced that it would invest $50bn in the industry in the US over five years, $29bn in boosting production, and $11bn in research and development., It is a similar picture in the European Union, with Brussels planning to invest €43bn ($46bn; £38bn)., ""Other countries are continuing to invest significantly in their own semiconductor industries, and the UK will fall behind without timely government action and a coherent strategy,"" said Prof Nick Jennings, chairman of the RAE's engineering policy centre committee., In addition to the matter of funding, the IOP and RAE want the government to confirm that it will proceed with its proposed plan to set up a national body for the sector, a so-called ""semiconductor institute""., ""Crucially it could speak for the sector, provide a coordinated voice that would allow the industry to present a united front,"" said Mr Barson., A government spokesman said: ""Our forthcoming semiconductor strategy will set out how the government will improve the sector's access to the skills, facilities and tools it needs to grow. The strategy will be published in due course."", © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/business-64872465
Hamburg shooting: Armed police storm a building,2023-03-09T22:36:05.000Z," This video can not be played, Armed police have been seen storming a building in Hamburg, Germany after reports that several people had been killed in a shooting. Local media have reported the location as being a Jehovah's Witness centre., Hamburg police have said the shooting occurred at a church on Deelböge street in the Gros Borstel district and have appealed to the public not to share assumptions or to spread rumours., Read the latest developments here., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-europe-64910862
Emotional injured US Marine describes Afghanistan withdrawal 'catastrophe',2023-03-09T07:44:36.000Z," This video can not be played, Tyler Vargas-Andrews cried as he recounted his experience of the withdrawal of troops from Afghanistan in 2021., The former US Marine, 25, was one of several US military personnel tasked with protecting Kabul's airport on 26 August, when two suicide bombers attacked crowds of Afghans trying to flee the Taliban during the US evacuation., Thirteen US soldiers died in the bombing, along with 170 Afghan civilians., He was speaking during the first of a series of Republican-led hearings examining the Biden administration's handling of the pull-out., Read more on this story. , © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-us-canada-64899291
What you need to know on Eurovision UK entry in 90 seconds,2023-03-09T13:33:02.000Z," This video can not be played, Mae Muller has been revealed as the UK's entrant for the Eurovision Song Contest., The announcement was made on BBC Radio 2's Breakfast Show by Zoe Ball and Rylan Clark., The BBC's Eurovision reporter Daniel Rosney, like Eurovision fans all over the country, was listening in to the announcement., Click to hear the announcement and this year's song entry., Read more: Mae Muller announced as UK act for Eurovision 2023, Video by Alex Stanger, © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/entertainment-arts-64902446
The ex-RAF base in Essex that could house asylum seekers,2023-03-08T12:24:53.000Z," This video can not be played, Braintree District Council says it has been approached by the government to discuss using the former RAF Wethersfield airbase as a centre for asylum seekers., BBC correspondent Nick Johnson visits the ""bleak and isolated"" former airbase in rural Essex., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/uk-england-64889909
Rare 'snow tornado' spotted by Shetland crofter,2023-03-09T08:58:43.000Z," This video can not be played, Have you ever seen a ""snow tornado""?, Michael Peterson was feeding his sheep on his croft in Shetland when he spotted the rare weather event following a hailstorm on Tuesday., He told BBC Radio Shetland he was lucky to be in the ""right place at the right time""., An Arctic blast continues to hit many parts of Scotland, with school closures in Shetland, Aberdeenshire and Highland., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/uk-scotland-64900417
Georgia: Police break up protests as crowds stay defiant,2023-03-08T11:33:00.000Z," This video can not be played, Georgians have taken to the streets to voice their anger at a controversial draft law that critics see as an attack on civil society and independent media., The government says the ""foreign agents"" bill will improve transparency., Riot police have used water cannon and pepper spray to disperse the crowds - and MPs have brawled over the bill in parliament., Police break up second night of Georgia protests, © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-europe-64888796
One-minute World News,2023-03-10T04:43:49.000Z," This video can not be played, Watch the latest news summary from BBC World News. International news updated 24 hours a day., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/10462520
End of era for UK's only independent Sylvanian Families shop,2023-03-09T06:18:27.000Z," This video can not be played, The UK's only independent Sylvanian Families shop, in Finsbury Park, north London, will shut after more than 30 years., The shop's woodland creature toy displays draw collectors, children and superfans from all over the world., Manager of 19 years, Ben Miller-Poole, says that while they are very sad to be closing on 22 April after three decades in business, they want to celebrate their success., Video by Alice Salfield., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/uk-england-london-64892458
"Covid-19 origin debate 'squashed', ex-CDC chief Dr Robert Redfield claims",2023-03-09T03:01:58.000Z," The former head of the US Centers for Disease Control and Prevention has said he was ""sidelined"" over his views on the origins of the Covid-19 pandemic., Dr Robert Redfield was the key witness in a US congressional committee's first public hearing as it investigates how the coronavirus emerged., He said he was cut out of early discussions on where the virus came from because he suspected a lab leak., The accusation was dismissed by Dr Anthony Fauci as ""completely untrue""., Many scientists point out there is no evidence that Covid leaked from a lab., The White House has said there is no consensus across the US government on the virus's origins., Some studies suggest the virus made the leap from animals to humans in Wuhan, China, possibly at the city's seafood and wildlife market., The market is near the Wuhan Institute of Virology, a world-leading virus laboratory that conducted research into coronaviruses., Dr Redfield, who led the US Centers for Disease Control and Prevention when the outbreak began in 2020, was an early proponent of the lab leak theory., He told the House select subcommittee, formed by the new Republican majority in the US House of Representatives, it was ""not scientifically plausible"" to him that the virus had natural origins., He claimed he was ""sidelined"" at the beginning of the pandemic and excluded from meetings as his views were not in line with other major scientists like Dr Fauci, the de-facto face of the US pandemic response., ""It was told to me that they wanted a single narrative, and that I obviously had a different point of view,"" he said. ""Science has debate and they squashed any debate."", Dr Fauci, who was not present at the hearing, denied Dr Redfield's accusation., ""No one excluded anyone,"" he told US news outlet Politico after the hearing. , ""And the idea of saying that he was not wanted there because he had a different opinion … there were several people on the call who had the opinion that it might have been an engineered virus,"" said Dr Fauci, who retired from his government roles in December., During his testimony, Dr Redfield also spoke of his opposition to so-called gain of function research, in which viruses are manipulated to become more infectious in lab environments. , He said that US agencies had likely funded such research at the Wuhan institute., The House panel, which consists of nine Republicans and seven Democrats, has said it aims to stay above the fray of partisan politics., But that may prove difficult given the divisive subject matter., On the panel is Republican congresswoman Marjorie Taylor Greene, who used Wednesday's hearing to air her concerns about decisions made by federal agencies during the pandemic., At the outset of the hearing, Democrat Raul Ruiz protested the inclusion of witness Nicholas Wade, the author of a controversial book on race and genetics that has been endorsed by a former Ku Klux Klan leader., Mr Ruiz argued Mr Wade had written a dangerous book and his testimony could not be relied upon, but Mr Wade defended his book and remained at the hearing., The spectre of Donald Trump also hung over the proceedings, with Democrat Jamie Raskin suggesting the former president had been sycophantic and fawning in his approach to Chinese President Xi Jinping., The House probe comes a week after FBI Director Christopher Wray said an unintentional lab incident was ""most likely"" how Covid originated., A few days before that, the US Department of Energy said it had found the virus was most likely the result of a lab leak in Wuhan, but could only reach that conclusion with ""low confidence""., In response to that, many scientists who have studied the virus said that there was no new scientific evidence pointing to a lab leak., A natural origin is still the more likely theory, said Professor David Robertson, head of viral genomics and bioinformatics at the University of Glasgow., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-us-canada-64891745
"Libianca: The true story behind the star's 'more alcohol' song, People",2023-03-10T00:10:57.000Z," From the depths of despair, Libianca created a song that changed her life., People (Check On Me), a tender cry for help that captured her at a crushing low point, has been streamed more than 150 million times since December., It's been number one for eight weeks on the UK's Afrobeats chart. This Friday, it's poised to enter the official Top 10 - a first for an artist from Cameroon., ""My whole life changed in a matter of hours,"" says the singer. ""I woke up in the morning and things had just flipped over."", If you've heard People, you'll know it from the hook alone., ""I've been drinking more alcohol for the last five days... Did you check on me?"" sings the 22-year-old, her voice melancholy and mellifluous over a simple music box accompaniment., The lyrics discuss her experience of the rare mood disorder cyclothymia, which causes emotional ups and downs that are similar to, but less extreme than, those of bipolar disorder., She wrote the song last November, after throwing a Thanksgiving party where she ""felt invisible""., ""I'd been at a low point of my life for at least two weeks and I was just like, 'I can't take any more of this',"" she explains over the phone from Paris., ""There were self-harmful thoughts, over-thinking, really anxious - a bunch of things going on in my head."", While her friends were celebrating, Libianca spent much of the night crying in the bathroom. , When she came downstairs, no-one noticed her puffy red eyes. No-one asked how she was. They simply offered her a drink., ""I felt like I was drowning in it and nobody could see me and I just needed some help., ""So I decided, you know what? Let me just go in the studio, because I feel better whenever I've done something productive. That helps me., ""I wasn't expecting for People to come out. It's just how I was feeling. I couldn't write about anything else."", Retreating to the studio in her Minneapolis home, her feelings flooded out unfiltered. , The hook, she says, is the ""raw truth"" about her drinking. For days, she'd been consuming tequila and Ouzo with wine chasers in an attempt to blot out her depression., ""Whenever I was drunk, I didn't feel sad, so why not just drink some more?"" she recalls. , ""Clearly, after a few days, I was like, I can't keep going like this. I can't keep waking up every morning hung over."", But the key to the song is the repeated refrain of ""did you check on me?"" It's a post-pandemic plea to ask your friends how they're really coping., ""After Covid, I feel like a lot of people became isolated. And no matter what anybody is going through, if you ask them, 'How are you doing?', the first thing they're going to say is, 'I'm fine'. It's an automatic response., ""And I think what People is doing is breaking that spell] and helping people to be more vulnerable and say, 'I'm not doing well. I really need a hug from you right now'., The reaction has been overwhelming., One fan commented under People's YouTube video: ""As I'm going through my fourth panic attack of the day.... This song just makes me feel like I am not the only one."", ""This song has been my best friend for the past few weeks,"" wrote another, who said Libianca's music had comforted her after losing a child., The comments page is full of similar stories. Encouragingly, it's also full of strangers offering support and consolation., ""I couldn't be more proud,"" says Libianca, ""because it's really helping people get the support they need., ""And it helped me as well, because my friends didn't know that's how I was feeling when I recorded that song."", The message has resonated globally. People is at number three in India, number five in New Zealand and number one in Nigeria., For Libianca, it's the culmination of more than 10 years as a musician, and a vindication after a stint on the US version of The Voice in 2021., She was born Libianca Kenzonkinboum Fonji in St Paul, Minnesota, but left the US for Cameroon when she was four. Her mother was ""going through some issues with immigration"", she explains, and decided to leave before being deported., Settling in Bamenda, she started singing around the age of six, exercising her vocals ""in church, in the boarding school, in chapel""., ""Music was a huge part of everything."", The family moved back to Minnesota when she was a teenager and, although she harboured musical dreams, her parents encouraged her to pursue medicine and become a registered nurse., ""I can't blame them,"" she laughs. ""Parents work so hard to come to this country and give us opportunities, and music is a big risk."", Even so, her mother paid for voice lessons and guitar tuition, while her father briefly acted as her manager. , To keep them happy, she took a number of jobs while writing in her spare time., The worst experience was in a nursing home where, while taking residents out for a swim day, she was accidentally pushed underwater, lost her footing and almost drowned., ""Luckily, somebody saw me and jumped into the pool to pull me out,"" she recalls., Worried that she wasn't making headway in music, she applied for The Voice, impressing judges with a soulful rendition of SZA's Good Days, and progressed to the live shows before being voted out., ""I'm a very competitive person,"" she recently told BBC World Service DJ Edu. ""I don't like to lose. So when I got eliminated, I was like, 'I was doing so good on this show and I didn't win? Are you serious! Something's wrong!'"", But the show also taught her a valuable lesson: ""Just when you think you're at your full capacity, trust me, you're not. You can push yourself even further."", Some of the songs she performed on the show - including a cover of Billie Eilish's Everything I Wanted - got an official release while the series was on air., But it's noticeable that Libianca's solo material has veered more towards Afrobeats. On People, she even sings in her Cameroonian accent., ""I code-switch a lot,"" says the singer. ""So at home, most of the time, you hear me in my Cameroonian accent, then outside] I will switch to an American accent because half of my childhood was in America. It happens without me even knowing. , ""But when I get really angry,"" she laughs, ""all you'll hear is the Cameroonian accent!"", For now, there's little to be angry about. Libianca's on a whistle-stop promotional tour of Europe before jetting home to work on new music, for release late this year., ""I'm feeling really good,"" she smiles. ""I feel like everything is starting to settle and I'm like, this is actually happening!, ""I don't have that much stress any more because I've literally accomplished the first of many milestones in my career, and I couldn't be happier."", © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/entertainment-arts-64873467
